district,river,season,rainfall_mm,temperature_c,water_level_m,soil_saturation,urbanization_index,day_of_year,flood_event
District_1,River_4,Summer,110.94884989490828,34.52946667185789,-1.2383396463137233,0.057692684744887535,0.4327008512870968,142,0
District_12,River_3,Winter,131.61362609729863,35.48385351718426,6.607092242150626,0.1268376566302275,0.8706865897971722,154,0
District_12,River_1,Monsoon,161.17468371214915,21.38651415732527,7.739889285106806,0.03927627621125862,0.580617055508799,220,0
District_17,River_2,Monsoon,150.50403455601182,33.49589868731637,10.708046009161091,0.7185157335689182,0.6406760622369954,1,0
District_10,River_4,Monsoon,57.57447979384747,18.047348868674973,9.354273663715897,0.4775996801328235,0.1144988195691874,138,0
District_16,River_5,Summer,177.3338645249342,22.889146138229698,5.817458681399041,0.9549811694970473,0.12066618817888708,215,0
District_15,River_4,Monsoon,20.219750461358537,34.59360727194686,11.966971027319286,0.9523283675559442,0.5023331824014585,53,0
District_15,River_5,Monsoon,65.83641032552276,26.18339697851809,-4.001618496251428,0.7981708184602742,0.7183263345731695,136,0
District_19,River_2,Monsoon,95.54791351916576,27.06095420943578,-4.092367196721622,0.4430489159425893,0.1955360089369338,2,0
District_12,River_3,Pre-monsoon,46.10295073787015,26.139429021630193,11.13159597955173,0.31635039944358245,0.5478023599239328,169,0
District_20,River_5,Winter,108.40890472148853,30.950363790700255,3.2915269897569486,0.20097421801244886,0.9164342153381356,363,0
District_3,River_3,Pre-monsoon,141.11126733261239,21.95721650105063,3.067221391473516,0.23249492000316319,0.5127395525784784,29,0
District_5,River_4,Summer,63.10483738051574,21.642405974030368,-1.8563409171411225,0.9903184570247033,0.48071350327181794,319,0
District_19,River_2,Winter,124.71585007830164,36.429449122603245,5.899179208218898,0.530348771956296,0.5852823697451799,40,0
District_7,River_5,Monsoon,141.65990134072862,40.485877746918725,1.218368056749533,0.012253482960895679,0.6924521367312323,128,0
District_9,River_4,Monsoon,4.845476203812542,29.881053355176686,4.979331376010194,0.04429320337870124,0.30209159912067896,53,0
District_7,River_1,Winter,112.01658465552698,25.934138385697462,-2.898870755960731,0.4587662161226951,0.33460345134631,324,0
District_18,River_4,Summer,120.17279582744766,28.94604633346473,-6.723097554316103,0.4434817863476028,0.15654465379494853,269,0
District_4,River_3,Monsoon,52.639115043590245,29.139745692185237,7.016902180629917,0.40555872506898205,0.9488246951725395,250,1
District_14,River_2,Monsoon,36.958003810071055,31.52464106540908,-1.3583927373450728,0.8236034188483056,0.04751733869213304,156,0
District_18,River_2,Winter,71.96727448940105,20.423575990107388,6.589658108501189,0.7031553532975799,0.4607530999241761,296,0
District_9,River_4,Monsoon,87.58995231548677,21.790933330805565,5.162965414684029,0.10741714885551079,0.6835678290881373,107,0
District_2,River_1,Winter,58.33469547537516,37.84908967358906,2.075200303010886,0.36267889612024384,0.7107792247547741,229,0
District_20,River_3,Monsoon,120.04530726200012,26.31639815138754,5.6999379912586186,0.5966799354577991,0.6263101485938884,149,0
District_15,River_4,Monsoon,125.05657144402358,22.24042492678509,8.139589960511284,0.38248887910362617,0.34056774861057804,318,0
District_7,River_4,Monsoon,117.69993237482473,32.28057060855245,2.2852661751950296,0.20830533115426808,0.077217235493929,289,0
District_12,River_2,Winter,163.77971463562113,32.59674465377035,6.499069578951226,0.6280529576166575,0.9321132870105966,181,0
District_8,River_3,Winter,135.66924172489837,31.02032690133644,10.557001963538172,0.6022491698084326,0.19045716827712644,241,0
District_15,River_1,Monsoon,113.88890098635248,31.589734699833887,7.556627069346415,0.9746094408286368,0.908709691100072,204,1
District_3,River_2,Summer,34.32530374055793,30.275277058804427,2.559158925720034,0.5610703209655656,0.22547229175270977,286,0
District_14,River_4,Monsoon,155.73392196401832,33.645218405579755,15.534082895858932,0.8742975862461198,0.0705269074169016,196,1
District_17,River_2,Monsoon,155.3539205306451,14.422235775125483,10.17560114657898,0.9491961963639063,0.08359029565685017,39,1
District_4,River_2,Winter,91.51032030968179,34.4269748937701,2.3615741444431864,0.43478397476766284,0.3584050655375436,139,0
District_18,River_5,Monsoon,59.25496575569637,21.59435572769778,0.1006694543070239,0.05289370251956904,0.1519730505008211,108,0
District_8,River_2,Winter,134.12038717930432,22.922506967995385,2.467879814142378,0.14349439763520966,0.4824479762203454,143,0
District_4,River_2,Pre-monsoon,13.850958697072718,28.879156520987017,19.240404538554223,0.5039701975286494,0.45381399026717684,49,1
District_2,River_3,Winter,111.31650748389849,29.750969081052325,13.794125334770394,0.8929580036382149,0.8362411079261451,215,1
District_6,River_2,Winter,181.57556221575024,29.336866841018164,14.72828580422764,0.6541320694824414,0.6957451209700325,197,0
District_10,River_1,Winter,77.71896235190118,31.33211367446781,1.349654122068273,0.20148171662775138,0.6983890760848734,218,0
District_4,River_4,Monsoon,117.47286054881464,19.264198497177645,6.0371250071711895,0.701044349731796,0.590720954025267,138,1
District_18,River_3,Monsoon,105.08063272205408,32.26897693644038,5.64884528873613,0.8942193248033983,0.047412480059619955,79,1
District_12,River_2,Monsoon,141.6335396689302,15.126205170629186,11.488007947396579,0.03022555951180117,0.7472520753082883,298,0
District_2,River_1,Pre-monsoon,99.84029379204539,24.0333054409267,7.000327165385505,0.24281212220685666,0.35855094725971715,344,0
District_10,River_4,Monsoon,82.23433061964059,29.274850417895166,2.7986613444519275,0.1531808246007953,0.8361861179181849,292,0
District_4,River_3,Monsoon,24.360574115298693,39.437307133402705,-0.3880107029780451,0.7841030011464557,0.24662054144389822,45,0
District_14,River_1,Pre-monsoon,103.5633280099042,23.273205442344732,8.07717303234896,0.8914774090720953,0.6701102594882595,336,0
District_16,River_2,Summer,97.97712386629668,23.963022214262086,11.72565447482419,0.5545574765511835,0.6037501854366496,10,0
District_15,River_5,Pre-monsoon,-10.376765372492969,19.340972406626463,11.414103983384535,0.8482018678397498,0.11202968821699322,354,0
District_8,River_5,Winter,51.25814415860676,22.188760671575277,5.767888541041483,0.6569371629343872,0.13631023585855484,360,0
District_14,River_3,Monsoon,63.202886730040326,17.706858944962736,0.17722621386131365,0.6566995415565662,0.99988673212268,197,0
District_8,River_1,Summer,75.34788948885372,20.87418240808981,10.397051445030739,0.5797081685461087,0.33550130369160236,18,0
District_16,River_4,Monsoon,90.6274933042469,22.77277321345599,11.43293000554405,0.05001870083667148,0.40748134821150317,264,0
District_13,River_1,Monsoon,102.79533982604988,29.588221727226667,6.592951214917552,0.9369781052107985,0.8554765514742674,351,1
District_18,River_5,Summer,94.33945908869833,36.5474088421455,6.831996087912334,0.3557714268385471,0.6310322396152528,108,0
District_15,River_3,Winter,209.46115149787795,19.557158644505407,2.1782073469659675,0.8025777051649978,0.6791488638627574,60,1
District_13,River_2,Summer,85.00458086685728,21.808104600560025,10.846053284606842,0.8099845704732372,0.6364665809190768,338,0
District_9,River_1,Pre-monsoon,59.01924823635705,28.198037781034074,13.856952214385508,0.9657612344665172,0.32340241447997087,141,0
District_15,River_5,Summer,183.6627561464732,21.237593285104474,-1.0826273241807511,0.32669963910257693,0.8291912263319496,229,0
District_13,River_4,Monsoon,173.2346287456435,21.380950070439773,4.702716273782194,0.9973994006167646,0.033741947387208926,139,0
District_1,River_3,Winter,47.355636163522135,23.53506484382125,-5.304977388723918,0.30057448109186424,0.36745445132029175,259,0
District_7,River_2,Summer,164.17689286911568,37.4514468977514,9.06191382521302,0.4513701649045748,0.9545313669544843,72,0
District_9,River_1,Pre-monsoon,6.625500796158047,33.28980604385568,6.123007965588441,0.7062500328671306,0.3785530548177707,209,0
District_1,River_4,Monsoon,252.06918661449086,39.490094840619065,-4.801927894885712,0.15498862796816748,0.0167848716589708,313,0
District_12,River_2,Monsoon,183.2619099409681,24.791486548523267,1.9833216944245473,0.2663731844634748,0.1920175097514012,230,1
District_8,River_5,Summer,125.81803269927242,20.63654508254645,3.8216079204452056,0.7281135073641878,0.9441425860021525,13,0
District_11,River_5,Monsoon,149.37115354344473,37.88305549412654,-2.9676161887729915,0.9743841547967507,0.8492502753829263,49,0
District_19,River_4,Winter,113.43304448899264,33.54918262921632,14.557587411420524,0.7327987789501219,0.1953976712846187,291,0
District_17,River_5,Monsoon,64.64042280411302,26.35763390181698,5.351384886252217,0.8622987785159838,0.9774997001130997,301,1
District_8,River_3,Monsoon,149.76211541958645,35.33137209034251,-0.6809910039815321,0.03748675242208499,0.15887985000554472,360,0
District_3,River_4,Summer,165.82701869769912,25.593175958133806,3.910945179102269,0.577025909420771,0.9923144853068856,136,0
District_3,River_5,Monsoon,63.31407284007499,33.78651432029061,2.0348308544126854,0.9140918660793929,0.8445530519582546,339,0
District_1,River_1,Winter,92.99331618161368,50.210937558501605,6.674342421246202,0.6823970414648326,0.9126468591979237,170,0
District_5,River_5,Monsoon,38.15217435601845,34.37157864977449,5.498801955520633,0.6764622913564607,0.13971015973511458,120,0
District_10,River_3,Monsoon,92.48436549797222,31.619930236971005,5.732715738829931,0.203040205035384,0.30174343269590853,79,0
District_7,River_2,Monsoon,88.71402095966936,36.69412727432764,11.00270451707594,0.8611411665777489,0.702026717106503,246,0
District_9,River_2,Summer,164.59778242252932,22.30970594872084,10.797773738002341,0.8650453541185853,0.5052547551494462,319,0
District_7,River_5,Monsoon,182.79273774536722,38.824738963212845,6.538578911643265,0.6140070379965981,0.2915971995422848,59,0
District_9,River_2,Winter,46.301581762160275,34.62367375485741,16.80996366660763,0.42661820600273137,0.6954124275365319,77,0
District_8,River_5,Winter,134.03607690411775,25.94252092223784,6.133577926892309,0.8242734646665772,0.7796626476036559,317,0
District_12,River_3,Winter,137.85223045168584,44.95204373359989,13.840022499979916,0.46499568287687676,0.2854209585772244,254,0
District_2,River_2,Winter,13.679960615950836,34.32982934099822,7.788920402156476,0.8226146366911571,0.08582670725961206,275,0
District_1,River_1,Monsoon,140.64195431624785,24.488869746392396,1.1584896879232591,0.4849157471599743,0.5743637571826798,57,0
District_16,River_5,Monsoon,32.77908471776696,27.99345136484265,1.885351914505224,0.5797939486402113,0.3965186827236574,63,0
District_5,River_2,Winter,75.06572086356114,33.626777077703984,2.7156838838023636,0.7480220353927209,0.8777822836703864,8,0
District_3,River_3,Monsoon,47.41666962451967,31.75794438163701,7.07934501406111,0.2649935859246434,0.0450106946264045,43,0
District_12,River_3,Summer,18.81503684679724,33.06513895888836,5.149718802258574,0.24684522763789696,0.6379093427927587,153,0
District_8,River_1,Summer,157.52076726635354,33.46464947549228,8.008118715571113,0.6678412859851909,0.047481868882464084,282,0
District_3,River_3,Monsoon,58.04687875844434,23.73908999199376,-4.761295862612639,0.9539132794088786,0.11325515894283533,259,0
District_1,River_3,Winter,81.37612245264317,26.806795741767544,5.500619208003721,0.44603396524071315,0.3687259348377919,277,0
District_3,River_2,Pre-monsoon,93.82699305155852,40.99233038963354,3.806872529343459,0.8982023388855779,0.22862199261537952,140,0
District_5,River_5,Monsoon,143.12696571516256,12.617558179183703,11.880423386827708,0.5181871071770481,0.16178636896430276,27,0
District_15,River_4,Summer,50.87453343116101,26.994477952379057,13.700699579649976,0.97393122673762,0.7931241036729945,248,0
District_14,River_3,Monsoon,130.93766956815796,19.603314375602586,17.076362836536234,0.7920474654495844,0.23225116120967038,171,1
District_3,River_3,Winter,90.74246168790408,19.75827040356446,-3.5895952691878588,0.8595575334077067,0.3646710568737367,182,0
District_1,River_4,Summer,51.51702592712024,38.247015354889136,2.978261801397068,0.6796040275276786,0.9078856779321501,54,1
District_5,River_3,Winter,150.87958746708688,20.19466057933204,2.724784072783452,0.8684925756669323,0.7855243567178305,117,0
District_14,River_2,Winter,206.04222011999263,20.639720677265196,7.155965485193722,0.5927982783333989,0.5240355458120823,330,0
District_7,River_2,Pre-monsoon,116.64108478136613,27.383575042499835,14.047314270762296,0.5673367655481328,0.09389531801596718,269,0
District_9,River_4,Summer,66.7060448530997,31.465163839093528,2.9455091658692023,0.8737114711523654,0.9454544935356144,275,1
District_15,River_3,Winter,68.16940321111215,26.01882043012966,4.673853329947765,0.015066170782723542,0.7091090021909335,351,0
District_15,River_3,Winter,140.0148420780937,43.95065836993085,5.1990784636388065,0.4787789030540466,0.03510905126791486,116,0
District_10,River_5,Winter,102.39695457266929,30.69565969686773,9.690554208284947,0.8700739141970102,0.9488122798062977,94,0
District_13,River_3,Summer,53.07153938599111,15.671634426418244,9.75396307367466,0.19614952770232064,0.0717301814123803,206,0
District_19,River_2,Pre-monsoon,12.551499665162265,26.884116713845398,2.3829671353136836,0.9580093214805603,0.6029952003613295,58,0
District_7,River_1,Summer,125.52089955918021,40.43520772909279,4.017451005331726,0.7406017489584513,0.39389328361816756,32,0
District_17,River_1,Summer,39.87760309723241,19.741384660983123,3.1099387138215246,0.7624224831028694,0.9808887503045668,362,0
District_20,River_1,Monsoon,82.89490889887135,31.986145923095457,9.739616906684368,0.6654761808140828,0.9230670155374854,49,1
District_4,River_1,Summer,187.62454060230962,24.741991031477028,4.19567402692833,0.4474744082629776,0.5988191096188622,102,0
District_5,River_3,Summer,60.85562717918544,25.538394531527327,2.8757043578187638,0.4609564237998338,0.7012126831590033,357,0
District_7,River_3,Summer,156.35495186301483,25.702759520078732,-3.8608202902804676,0.8391081204074896,0.8216332986188951,142,1
District_13,River_5,Monsoon,56.41120405627775,28.348075666386876,15.587247510682378,0.1391393434292627,0.8203137258298939,46,1
District_15,River_3,Pre-monsoon,145.95076594672605,40.19216077170645,7.556386007712045,0.5220674511643983,0.5991304512659958,357,0
District_11,River_1,Monsoon,110.2133873818001,31.133037198803017,13.599319075217966,0.30994705867507044,0.2516639579075042,92,0
District_4,River_4,Monsoon,121.67893612234892,27.311951266499324,8.636436780200162,0.9843164085848927,0.3127091435598619,189,0
District_13,River_4,Winter,74.26802528658517,23.504153176160635,8.826422921007765,0.0036929871012066906,0.6656486771457024,20,0
District_7,River_2,Winter,129.67311247192106,26.132389172748233,11.410428072131786,0.0636743402432648,0.6878495198558047,153,0
District_19,River_2,Monsoon,113.52178586301943,38.73708164122908,12.531456910519339,0.9673878667599085,0.3714664875183167,189,1
District_2,River_3,Summer,190.1942068898059,24.637203535999067,3.546788926261532,0.543791746685792,0.8877643991820183,27,0
District_10,River_4,Monsoon,72.48463324509099,27.154042760384893,1.692215437622668,0.13853511401569685,0.4000645782208718,249,0
District_13,River_1,Monsoon,158.5645948477184,32.94105506673744,12.235212779396702,0.4486402908274818,0.6984996198082063,325,0
District_6,River_1,Monsoon,56.73005758150539,28.808597457791933,0.3381469617514439,0.3226575429188878,0.20939661853965164,243,0
District_12,River_1,Summer,86.62005223070705,31.56849725147191,5.184847380729627,0.9112081489038877,0.3530822308672853,239,1
District_12,River_3,Monsoon,72.98478896791075,31.526665375676373,2.4659300670493094,0.6875793126323068,0.5460720762587526,49,0
District_20,River_3,Monsoon,78.58361361600952,34.11615117396324,-0.9680561220532891,0.13051885746507552,0.037634375884522564,17,0
District_11,River_5,Winter,93.33227473332859,36.87902938994153,2.8690108426622474,0.5364456180285438,0.0419079039859912,131,0
District_7,River_1,Monsoon,169.2475573778333,22.114623810168577,3.8362179790317703,0.13446017235515506,0.2698261533410784,182,0
District_1,River_1,Summer,122.4974624914875,32.31765456120743,4.376512721918238,0.6652306365047368,0.8277701064406471,136,0
District_1,River_3,Summer,156.93015727601698,20.185828170346912,-1.5798620862888209,0.7272272850684108,0.21650126821720272,55,1
District_20,River_3,Summer,98.03585837759942,24.646512812578074,10.35352738480793,0.5621600717286163,0.8858798974964764,225,0
District_13,River_5,Monsoon,169.86931811933914,34.51952822368645,16.885305739112994,0.9659558101159786,0.7160614529442344,159,1
District_9,River_5,Winter,105.9763150570309,33.43562439189411,2.745147524054055,0.9443344509903397,0.6889212567803727,264,0
District_3,River_2,Winter,53.14980360116412,36.23268950573741,5.0260726591722635,0.20591561991494467,0.6741184094095828,321,0
District_7,River_4,Monsoon,151.40325142547206,26.773583927124044,8.06945793170476,0.00032938550579053594,0.9763102725994259,5,1
District_6,River_1,Monsoon,173.8595504710743,24.13523606283105,5.49642197415443,0.6627488177467113,0.6336827645847216,133,0
District_8,River_1,Monsoon,129.39019443721259,24.197070297924604,-0.7602836884725974,0.4756415572962799,0.6492762286958549,34,0
District_9,River_5,Monsoon,139.78583368413726,40.29793015496007,11.157764712051101,0.334658524223597,0.45339921214703705,239,0
District_5,River_5,Pre-monsoon,160.95626509458947,41.40569118608281,7.9078723065002805,0.9168897562438991,0.8723068468037862,1,0
District_1,River_2,Summer,92.33480809496419,22.878522092726026,-0.18520273101103912,0.9785077669834835,0.05740413397824906,318,0
District_19,River_4,Monsoon,70.61748342762368,26.414780568339825,1.9429726068795652,0.9305772691468253,0.3443043761274718,10,0
District_10,River_2,Monsoon,109.96960228904187,33.73024152012245,0.04376761672719809,0.500195258050751,0.28666276077783404,294,0
District_12,River_4,Pre-monsoon,189.49457101588567,29.519725615971076,2.6510408336742803,0.7033566627405918,0.3979581658744583,334,0
District_15,River_1,Monsoon,100.71176018683059,36.75452242009672,0.4527966507084522,0.17157361255489334,0.47991052849206195,8,0
District_9,River_2,Summer,137.33909859717693,32.4469883945285,-1.4442720305748953,0.9508565916598374,0.9560878618188265,153,0
District_20,River_5,Monsoon,104.56481326731685,25.88614440916959,-3.5235651193447177,0.28367668851931227,0.924485883492399,93,0
District_17,River_2,Summer,113.31808120241556,29.56822175170155,3.8480593374857657,0.19273934187728903,0.6112656079252813,317,0
District_17,River_2,Summer,66.57718728996508,38.44798981836873,1.4589105087663015,0.060158566290676396,0.019871828030181615,37,0
District_20,River_1,Monsoon,130.57035397561506,30.530336364090257,6.98483490937741,0.5503713200367569,0.5556341492804987,213,0
District_12,River_5,Monsoon,136.00521820592587,22.94478597834915,0.21352118389756924,0.9484637905039759,0.06848711134597218,31,0
District_7,River_5,Winter,32.0314004961781,39.246952781633254,3.9239636377533778,0.1355882507011794,0.3597310741503713,110,0
District_2,River_3,Pre-monsoon,26.3902452301587,30.37400704913382,3.244574453935762,0.12083030227828206,0.30447951901819825,152,1
District_3,River_3,Monsoon,14.54095765242554,19.984014181866165,-8.113618039223969,0.27259763222623157,0.6480811225612062,361,0
District_17,River_3,Winter,171.49344581415744,26.101088846501092,5.916622496575303,0.665393892983078,0.017878802330998034,341,0
District_5,River_1,Monsoon,58.093968989739736,28.25853747589457,9.834616151633366,0.5478135063785179,0.7887040045253503,190,0
District_17,River_2,Summer,108.03248595110648,22.021867239037704,-3.2477893072331776,0.09620696028024611,0.8264212718774478,134,0
District_17,River_5,Summer,188.60769275114885,16.11728212041583,3.118026850821799,0.44230024148031266,0.032348792490752065,51,0
District_17,River_5,Monsoon,108.86270415723556,29.145472757990383,3.706938765258357,0.0669322863831544,0.0818125906105499,238,0
District_2,River_2,Monsoon,128.2408731459265,45.871372940629094,6.705509818943109,0.8519034785911834,0.9206816307957012,76,1
District_2,River_5,Monsoon,53.29653513942896,30.71042931967318,-4.77938108705503,0.10711177922842285,0.6159828827730218,253,0
District_5,River_2,Winter,117.23933762103813,29.2433171282938,5.056701322850225,0.47129831178308756,0.9603486196737527,210,0
District_1,River_1,Monsoon,47.64236597140013,24.089510782522936,13.503012840858187,0.510463581618413,0.45759817411299486,153,0
District_1,River_1,Monsoon,7.342947089111121,32.80920485394373,8.142579436953637,0.5301262722627971,0.19063476562504045,190,0
District_19,River_1,Pre-monsoon,104.26724858418723,33.15999387331683,3.805669064936923,0.6091549145884159,0.3701759756881048,66,0
District_2,River_2,Monsoon,113.33662621478162,30.548365914484748,5.048672873157636,0.7015824208841358,0.9289918956112903,341,1
District_12,River_2,Summer,74.27150957947917,29.702335144375912,2.3978729361280964,0.004358006633203626,0.11530767612429449,23,0
District_6,River_4,Monsoon,57.63186911415136,23.46379414430709,12.018386520490026,0.030914367390173392,0.8922049710287508,27,0
District_4,River_5,Monsoon,100.90509552406228,23.183603907267948,9.537139740350732,0.6115513959505868,0.5297432319695299,317,0
District_11,River_5,Monsoon,65.77361224375413,26.45068232339731,1.6273256233560631,0.18214204363962405,0.07005348580936521,120,0
District_17,River_4,Winter,136.82111468592964,28.238059247290288,0.3073276432330454,0.831845114102642,0.39975937371280634,157,0
District_6,River_4,Winter,110.40105985872357,24.846192728719316,2.527117461653346,0.6275116489447843,0.2432491637805182,47,0
District_5,River_1,Summer,184.2555728508482,24.982538612506744,9.69578095162715,0.9804007286875784,0.5752808915870917,294,0
District_20,River_4,Monsoon,73.04359220944696,23.95110964833283,9.791304729372,0.7280042903923111,0.15244969740680714,337,1
District_2,River_2,Monsoon,101.45284940816025,26.982782830113926,-2.353649015667055,0.09071441239125932,0.9412712073703574,72,0
District_6,River_3,Pre-monsoon,106.37614876562891,41.1081598762147,10.802495479645371,0.1709759425423144,0.21127842698051436,61,0
District_11,River_2,Monsoon,90.61157947049789,31.929358177355507,0.5081256459701926,0.046548897257781996,0.6329254427939296,21,0
District_16,River_4,Monsoon,2.239059853719501,19.481898037042164,-4.375737205611149,0.7411758656168012,0.8312502240247974,279,1
District_16,River_5,Monsoon,116.5989322346622,30.331635050836592,-1.5810362769635846,0.12682328497574546,0.5958967124088339,314,1
District_1,River_2,Summer,210.64939135030605,24.183286435353345,0.02994725106955265,0.663767493511971,0.6555637713652582,180,0
District_9,River_5,Summer,151.7698933235038,27.60901707858761,11.080314737406075,0.5553977442655624,0.409321511798737,146,1
District_6,River_2,Monsoon,202.5961516283998,34.534405607134794,13.83948380841131,0.6332976406184917,0.10184053808980476,44,1
District_16,River_5,Monsoon,144.3810245173734,35.59977136497083,-2.309040049400098,0.5086698980929099,0.1313273583830893,72,0
District_3,River_2,Summer,91.17871975762624,30.229179443459373,9.406266648821159,0.013028710900172324,0.702159628431564,180,0
District_20,River_5,Pre-monsoon,130.23323781746655,23.49841555475099,2.6464052041237887,0.2532180757312127,0.7972435834871915,344,0
District_4,River_3,Monsoon,159.679216319694,25.023235643584382,3.2716555915228867,0.8849818367288179,0.8422936488339888,9,0
District_19,River_1,Summer,22.475426467307408,28.120139447527162,5.794401657235723,0.9292685681600968,0.36273614277158117,45,0
District_3,River_2,Monsoon,122.25507451304297,28.193207714416733,0.07566363416469013,0.09720978834524474,0.968854471290267,328,0
District_19,River_3,Monsoon,91.55239552104685,16.436434435344864,9.478063615654182,0.9526286984462449,0.6416166124708796,196,0
District_20,River_1,Monsoon,178.138657653836,14.700232416632316,7.127696371050908,0.6705260517735092,0.15356328824938725,302,0
District_7,River_2,Monsoon,121.9663869692163,23.479818349795234,-1.1858040983740512,0.9225575736694808,0.0673378872334911,88,0
District_20,River_3,Monsoon,6.219321847210198,30.064093957317446,6.121687862480716,0.40116393808125406,0.544900533373521,305,0
District_9,River_3,Pre-monsoon,126.60305388784076,25.707098712986316,3.7927766679242607,0.1017450425623776,0.7410740436698791,130,0
District_1,River_3,Monsoon,2.175112773635614,21.125182671616336,7.070548852689867,0.30245326393389715,0.018063815375064074,76,0
District_8,River_4,Monsoon,240.68329187443072,32.98729944219076,1.5048717069346857,0.6896815171974493,0.022566495633022043,204,0
District_7,River_5,Monsoon,57.85136525319667,18.684198849072377,1.616532493846962,0.7952214988989144,0.5782934995680952,339,0
District_18,River_1,Summer,45.43224557997249,21.576127395803177,8.729045453006067,0.050122282917060335,0.9898789658405199,344,0
District_8,River_5,Pre-monsoon,58.94214699568555,33.24400068976254,-0.9141958515443669,0.48695167008826723,0.7375334074310262,60,0
District_1,River_5,Monsoon,47.447177837438744,23.22322671843229,-0.01886270575401028,0.06436670219341911,0.15156368094596673,315,0
District_11,River_5,Monsoon,101.74426634104556,29.45811580651109,9.644288513604218,0.8636133042274214,0.08720386206145381,25,1
District_18,River_3,Monsoon,52.305875965277835,31.964267914689323,4.909541466633888,0.4763388247760757,0.8143341511631191,254,0
District_10,River_5,Monsoon,80.90637005699017,25.01173545591313,3.7602100623725736,0.9148218262530924,0.8097772527999778,253,1
District_3,River_4,Monsoon,23.661118741834837,20.252998892034327,2.3556086203559294,0.07857881289668367,0.45683716640594796,313,0
District_7,River_2,Winter,88.4018894377632,32.285752833800466,6.4213603297979365,0.3304699847762844,0.03574306591394094,232,0
District_16,River_3,Summer,172.0778516509759,23.28493155818032,0.7568919990528178,0.676538433113228,0.7662564391807831,120,0
District_16,River_1,Winter,75.53112029810515,36.444570510412035,4.389828476910093,0.29358608101999517,0.4119488586536739,162,0
District_20,River_2,Monsoon,133.76447086448533,24.076229444646785,18.633849120175963,0.8415585403609813,0.8163938812429258,178,1
District_17,River_2,Monsoon,42.9025979761567,38.84252934531562,5.513316020315147,0.9868336982692311,0.14410500800086945,215,0
District_2,River_2,Winter,124.5956173133019,25.166713193304712,4.2219293868069805,0.28121959931021756,0.4632531506397112,92,0
District_1,River_5,Winter,150.86249491603704,30.68164752106034,0.8257240556265755,0.36107786454376267,0.5263884483182639,52,0
District_16,River_5,Monsoon,160.44493141427154,26.244224908589246,-5.960433319787185,0.9673455396527073,0.36962305176242405,82,1
District_12,River_3,Summer,107.90005104260001,20.08034083892283,9.40013280544624,0.3580611065980617,0.9899370944376974,96,0
District_5,River_5,Monsoon,134.015572826236,28.33836691258121,1.60280888292223,0.5559865133236718,0.76289209982308,62,0
District_5,River_5,Monsoon,37.730132318566675,32.081280810326646,14.457516256023853,0.7692416662343887,0.8301476182117954,184,0
District_9,River_5,Monsoon,78.01106749686433,25.881463271563938,7.76929672266799,0.43834475436575493,0.24106612492330637,302,0
District_9,River_3,Pre-monsoon,66.80323398997328,27.176626907749764,16.291129607395217,0.37260794912590933,0.3846673228725954,39,0
District_3,River_3,Monsoon,120.50660962169752,26.610427099653304,8.084619166776497,0.4955883460675484,0.11077460413201878,39,0
District_19,River_4,Pre-monsoon,74.52742227528995,35.99763025455921,-2.6314767344231837,0.779519883038184,0.9983099563941763,284,0
District_16,River_4,Monsoon,132.79947958185392,35.58802879320814,-6.374499448240318,0.312162277216244,0.2576027330268573,165,0
